Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Guinea,GIN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,1995186721,2041538040,2384295815,2432029297,2666750820,3015058206,3284620422,3279096492,3383092770,3693710533,3868968366,3783700462,3588375622,3461282460,2995361112,2829435908,2950198724,3446441785,3635458214,2937071740,4220019243,6281917650,6964179188,6716904516,6853467833,6785137215,7638045226,8376613880,8778473643,8794202395,8595955601,10324668271,11857030366,13442861497,14177835841,16091817842,21227749389
"Gambia, The",GMB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,44212088,46695009,41160066,45168072,52296084,55728656,59160576,75187768,95796034,115179738,112190823,138093106,171833062,207112650,241083113,218767721,216050535,213448616,177340880,225726370,185646985,220626481,266672203,284120332,317083688,690311093,714254263,755040935,746493955,785999880,848239406,803633369,840285265,814724056,782913866,687410631,578235309,487038679,961900641,1027701056,1054112488,1279703030,1561766956,1450142497,1543294945,1409693594,1415004743,1375609460,1229461732,1378176606,1484578897,1504909448,1670671340,1813609679,1812170878,2038414974,2273060863
Guinea-Bissau,GNB,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,78733595,78540057,87702829,89374237,98775329,108985740,112386489,114971207,122666859,118537875,110653831,154731970,165523635,163577538,138478901,143856253,130225019,173836362,164458120,213143016,243961996,257150374,226313444,236880822,235620044,253966922,270419779,268551011,206457553,224446664,371095522,392621390,417806651,477458577,532062895,587029096,592365660,696910784,868154628,830126429,849878489,1099818592,989271155,1046087367,1054915581,1048229633,1179004911,1350177012,1504630234,1439638411,1431758232,1638517607,1633559092
Equatorial Guinea,GNQ,GDP (current US$),NY.GDP.MKTP.CD,,,9122751,10840095,12712471,64748333,69110000,72317447,67514286,67225714,66331429,64946955,65429198,81203227,94159863,104295643,103653050,103987520,,,50642881,36731423,44294648,44442457,50320914,62118570,76407396,93345859,100534657,88265975,112119412,110906029,134707184,136047906,100807003,141853361,232463023,442337870,370687635,621117886,1045998496,1461139022,1806742742,2484745935,4410764339,8217369093,10086528699,13071718759,19749893536,15027795173,16314443429,21357343682,22388344124,21948834290,21765453087,13185496881,11240808847,12200913888,13097012124,11364133546,10099157996,12269393392,11813908448
Greece,GRC,GDP (current US$),NY.GDP.MKTP.CD,4335186017,4961400439,5213047711,5895278024,6669673257,7689154053,8591517944,9275600800,10090675903,11615657031,13139863636,14591750000,16885511364,22347848101,25351306818,28525876727,31152835821,36176234968,44270204082,54481876725,56829664269,52346506765,54617989796,49428873839,48020024184,47820851221,56379593476,65652750377,76261277925,79169043223,97891092003,105000000000,116000000000,109000000000,117000000000,137000000000,146000000000,143000000000,144000000000,143000000000,130000000000,136000000000,155000000000,202000000000,241000000000,248000000000,274000000000,319000000000,356000000000,331000000000,297000000000,283000000000,242000000000,239000000000,235000000000,196000000000,193000000000,200000000000,212000000000,205000000000,189000000000,215000000000,219000000000
Grenada,GRD,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,71494495,88322386,102244362,110900457,115651919,125435590,131803552,145533311,167728455,187589523,215009570,236357524,267327642,278098763,300757889,310160444,309812185,325111815,342172519,366911444,392190593,445903593,482009370,520044370,520444185,540336926,591018407,599118593,695555556,698700667,758683593,825976037,771275556,771014815,778655556,799881482,842618519,911496296,997007407,1061640741,1125685185,1166514815,1213485185,1043411111,1122800000,1256413185
Greenland,GRL,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,69520027,88571005,106101303,140153748,169918949,211192468,240779418,282269765,355987434,420645795,476051769,435749014,402403057,416184086,379371914,412876396,603016318,787390447,898607671,929799902,1018977225,1016500016,1037916105,927214128,1005887592,1208953359,1197515638,1072154407,1149858127,1131555107,1068024994,1086170639,1169136691,1558759744,1822499871,1849802648,2013106817,2249811365,2499092396,2529964061,2503167187,2684461608,2609678695,2684947140,2842065877,2499113085,2707146783,2851610656,3055791341,2997331094,3082909158,3235816195,
Guatemala,GTM,GDP (current US$),NY.GDP.MKTP.CD,1043599900,1076699900,1143600000,1262800000,1299099900,1331399900,1390700000,1453500000,1610500000,1715399900,1904000000,1984800000,2101300000,2569200100,3161499902,3645900004,4365300204,5480500205,6070600206,6902600207,7878700008,8607500309,8716999709,9050000409,9470000104,9721652087,7231963516,7084399840,7841602824,8410724361,7650196277,9406135143,10440781588,11400018313,12983233687,14655404433,15674835615,17790026222,19395491993,18318412251,19288928616,18405221418,20444205991,21576351799,23577298589,26783388709,29744247479,33567850095,38503718527,37126146369,40676579265,46876004265,49593926849,52996447956,57852150565,62186064719,66053402745,71653756504,73328369926,77172313916,77715183063,86053079767,95003333381
Guam,GUM,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3394000000,3569000000,3869000000,4213000000,4238000000,4397000000,4658000000,4828000000,4949000000,4984000000,5265000000,5399000000,5610000000,5799000000,5901000000,6013000000,6056000000,6366000000,5886000000,6123000000,
Guyana,GUY,GDP (current US$),NY.GDP.MKTP.CD,170216241,185849535,194949513,175757894,194774513,213235294,228705882,250176471,229750000,249300000,267800000,282050000,285380952,307047619,433954546,494791667,454440000,449880000,507080000,530440000,603200000,570357107,482000000,489333334,437631605,453488372,504651140,354591847,413799990,379779390,396582263,348533095,373573142,454101383,540874934,621626786,705406001,749138010,717530683,694754988,712667897,712167449,726131435,743063949,787814379,824880550,2379817987,2730971600,3025187428,3165663153,3432912511,3691384318,4063088529,4167800936,4127660158,4279840194,4482697337,4748174334,4787637006,5173760192,5471256595,8044498801,15357537068
High income,HIC,GDP (current US$),NY.GDP.MKTP.CD,1070000000000,1130000000000,1220000000000,1320000000000,1440000000000,1560000000000,1710000000000,1840000000000,1990000000000,2190000000000,2390000000000,2660000000000,3080000000000,3730000000000,4210000000000,4690000000000,5110000000000,5790000000000,6940000000000,8020000000000,8960000000000,9100000000000,9010000000000,9310000000000,9710000000000,10200000000000,12400000000000,14300000000000,16200000000000,16900000000000,19000000000000,20100000000000,21600000000000,21800000000000,23400000000000,26000000000000,26200000000000,25800000000000,25900000000000,27200000000000,27800000000000,27500000000000,28700000000000,32100000000000,35800000000000,37800000000000,40000000000000,43800000000000,46600000000000,43700000000000,45800000000000,49400000000000,49400000000000,50100000000000,51100000000000,48300000000000,49300000000000,51600000000000,54800000000000,55300000000000,53900000000000,60000000000000,61500000000000
"Hong Kong, China",HKG,GDP (current US$),NY.GDP.MKTP.CD,1320796652,1383681651,1612346412,1935298266,2206466461,2435078534,2489845017,2692474989,2716964388,3189740055,3800766536,4476001946,5710090551,8030117556,9388694745,10048090237,12876366009,15719433720,18315137713,22526186035,28861855877,31055224237,32291217617,29907228557,33511383986,35699772166,41075395130,50622896163,59707404561,68790222118,76928784621,88960001716,104000000000,120000000000,136000000000,145000000000,160000000000,177000000000,169000000000,166000000000,172000000000,169000000000,166000000000,161000000000,169000000000,182000000000,194000000000,212000000000,219000000000,214000000000,229000000000,249000000000,263000000000,276000000000,291000000000,309000000000,321000000000,341000000000,362000000000,363000000000,345000000000,369000000000,360000000000
Honduras,HND,GDP (current US$),NY.GDP.MKTP.CD,335650000,356200000,387750000,410200000,457000000,508650000,549950000,598100000,646800000,668000050,723000000,731000000,802996252,912499600,1034500000,1124000000,1347999950,1669499950,3097242093,3544281976,3968160046,4043894879,4266503526,4476697185,4915311847,5278120713,5677828959,6190521242,5902717091,5432344902,4923009552,4648668479,4943700431,4926728933,4642280682,5347445005,5215028986,5737099650,6366340266,6414520530,7186638029,7651162302,7858255253,8230391505,8869299234,9757012869,10917476874,12361257681,13881731631,14587496229,15839344592,17710275997,18528554861,18499729063,19756533658,20979791685,21717604581,23136248046,24067750466,25089937109,23827859695,28488721296,31717700115
Heavily indebted poor countries (HIPC),HPC,GDP (current US$),NY.GDP.MKTP.CD,17292450315,17719500927,19291312492,23352325840,20816472041,24323923266,26501609734,25920628323,27476506890,30548727422,31962960654,34354320284,37368293667,46136646050,54947655240,62791627879,66675385980,78348289023,92606200588,102000000000,111000000000,109000000000,108000000000,103000000000,104000000000,103000000000,119000000000,130000000000,138000000000,141000000000,163000000000,177000000000,133000000000,138000000000,117000000000,136000000000,148000000000,155000000000,163000000000,164000000000,178000000000,173000000000,187000000000,212000000000,243000000000,279000000000,330000000000,394000000000,469000000000,475000000000,524000000000,588000000000,609000000000,678000000000,720000000000,699000000000,732000000000,810000000000,771000000000,799000000000,809000000000,899000000000,970000000000
Croatia,HRV,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22778305790,24147539210,24172608178,25885225294,23770159784,22128719418,23063323723,26757255952,35254833028,41855265955,45025328214,49532592593,59172904661,68342061762,61941466003,58693611581,62599775593,57231455635,59363124069,59214461630,50742086223,52391038979,55937483558,61330483610,61329267533,57624938982,68843674641,70964606465
Haiti,HTI,GDP (current US$),NY.GDP.MKTP.CD,273187200,271066000,281896800,294883400,325281200,353251800,368948600,369124200,367968800,391820400,331200000,362800000,371998972,466798975,565399297,681400000,879000000,947000000,974200000,1080600000,1383800000,1479400000,1474200000,1623600000,1816200000,2009400000,2318000000,2047200000,2613926800,2736243800,3096289800,3473562850,2257129874,1878253818,2167569095,2813313279,2907517543,3338949152,3723903724,4153725967,6813565983,6331970413,6205847137,5071947798,6087360735,7030149791,7638739124,9228637766,10432962725,11597002930,11859312627,13008746039,13708925403,14902488489,15146883647,14849629408,14069277532,15093357143,16403864521,15016090930,14508222518,20877414952,20253551885
Hungary,HUN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34753569693,38730585922,40124916941,43166678735,46425677734,46658765340,47296961369,48706794879,49073373276,47218411470,53749989092,67608919144,85285075492,104000000000,113000000000,116000000000,140000000000,158000000000,131000000000,132000000000,142000000000,129000000000,136000000000,141000000000,125000000000,129000000000,143000000000,161000000000,164000000000,157000000000,182000000000,179000000000
IBRD only,IBD,GDP (current US$),NY.GDP.MKTP.CD,313000000000,310000000000,317000000000,340000000000,386000000000,423000000000,437000000000,448000000000,473000000000,528000000000,575000000000,627000000000,706000000000,915000000000,1150000000000,1240000000000,1350000000000,1530000000000,1690000000000,1970000000000,2330000000000,2520000000000,2490000000000,2450000000000,2550000000000,2640000000000,2760000000000,2840000000000,3040000000000,3160000000000,3640000000000,3520000000000,3700000000000,3980000000000,4330000000000,4900000000000,5350000000000,5670000000000,5510000000000,5370000000000,5840000000000,5910000000000,6000000000000,6750000000000,8040000000000,9620000000000,11400000000000,14200000000000,17000000000000,16500000000000,20000000000000,23700000000000,25200000000000,26600000000000,27500000000000,25800000000000,26000000000000,28700000000000,30500000000000,31200000000000,30000000000000,35600000000000,37600000000000
IDA & IBRD total,IBT,GDP (current US$),NY.GDP.MKTP.CD,351000000000,351000000000,362000000000,391000000000,434000000000,478000000000,496000000000,508000000000,536000000000,599000000000,658000000000,710000000000,791000000000,1010000000000,1280000000000,1400000000000,1510000000000,1700000000000,1890000000000,2200000000000,2610000000000,2940000000000,2890000000000,2780000000000,2850000000000,2950000000000,3060000000000,3170000000000,3360000000000,3500000000000,4020000000000,3920000000000,4060000000000,4330000000000,4690000000000,5300000000000,5810000000000,6150000000000,5990000000000,5860000000000,6390000000000,6470000000000,6600000000000,7410000000000,8820000000000,10500000000000,12500000000000,15400000000000,18500000000000,18000000000000,21800000000000,25500000000000,27100000000000,28700000000000,29700000000000,27900000000000,28200000000000,31000000000000,32900000000000,33600000000000,32500000000000,38200000000000,40400000000000
IDA total,IDA,GDP (current US$),NY.GDP.MKTP.CD,38320022083,40400043936,43393750352,48370130959,47330394530,53468536046,57924073848,58466985790,61480692437,68985085299,80115065650,80333811804,83918830281,97248051627,130000000000,155000000000,161000000000,175000000000,199000000000,231000000000,276000000000,403000000000,380000000000,320000000000,297000000000,303000000000,307000000000,331000000000,328000000000,332000000000,379000000000,398000000000,362000000000,353000000000,351000000000,405000000000,456000000000,475000000000,484000000000,499000000000,553000000000,556000000000,597000000000,665000000000,780000000000,912000000000,1090000000000,1270000000000,1520000000000,1520000000000,1750000000000,1780000000000,1880000000000,2040000000000,2200000000000,2150000000000,2190000000000,2290000000000,2370000000000,2460000000000,2410000000000,2630000000000,2810000000000
IDA blend,IDB,GDP (current US$),NY.GDP.MKTP.CD,12063716104,12910262578,13806159756,14612004568,15945614584,17314264919,18833729125,18930485111,19982447045,22860809160,31424774715,29185227706,32770575917,34960184147,50396527690,57971333194,69959421027,73756383700,80183338760,98426900974,126000000000,243000000000,222000000000,169000000000,145000000000,145000000000,131000000000,134000000000,138000000000,133000000000,146000000000,147000000000,148000000000,133000000000,133000000000,156000000000,172000000000,176000000000,174000000000,182000000000,207000000000,206000000000,228000000000,256000000000,312000000000,373000000000,469000000000,541000000000,640000000000,607000000000,716000000000,824000000000,909000000000,990000000000,1080000000000,1020000000000,977000000000,960000000000,1050000000000,1070000000000,1000000000000,1100000000000,1170000000000
Indonesia,IDN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,5667756645,7076465295,8337423313,9150684932,9333536360,10997590361,16273253012,25802409639,30463855422,37269156627,45808915663,51455719100,51400186379,72482337371,85518233450,90158449307,81052283404,84853699995,85289488375,79954072569,75929617576,84300174476,94451427898,106000000000,117000000000,128000000000,158000000000,177000000000,202000000000,227000000000,216000000000,95445547873,140000000000,165000000000,160000000000,196000000000,235000000000,257000000000,286000000000,365000000000,432000000000,510000000000,540000000000,755000000000,893000000000,918000000000,913000000000,891000000000,861000000000,932000000000,1020000000000,1040000000000,1120000000000,1060000000000,1190000000000,1320000000000
IDA only,IDX,GDP (current US$),NY.GDP.MKTP.CD,27105173973,28350259477,30520380944,34907257225,32277415321,37261044148,40278560201,40746948797,42761290418,47485002147,49639453169,52395188462,52164084219,63843359723,80855093444,98887800680,91502332692,103000000000,121000000000,134000000000,150000000000,155000000000,153000000000,149000000000,151000000000,157000000000,176000000000,197000000000,190000000000,200000000000,233000000000,252000000000,214000000000,220000000000,219000000000,249000000000,284000000000,300000000000,312000000000,319000000000,347000000000,350000000000,370000000000,409000000000,469000000000,540000000000,621000000000,733000000000,882000000000,909000000000,1040000000000,958000000000,966000000000,1050000000000,1120000000000,1130000000000,1210000000000,1330000000000,1320000000000,1390000000000,1410000000000,1530000000000,1640000000000
Isle of Man,IMN,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762874,1023005863,1180968165,1382605389,1567402514,1563667800,1659131244,1947332922,2328658228,2822358473,3032409189,3422735302,4466353635,5928788781,5486918995,5920366628,6565668781,6690228489,7001180246,7708459145,7084795708,6846373277,6979791187,7491654051,7314966839,6684229269,,
India,IND,GDP (current US$),NY.GDP.MKTP.CD,37029883847,39232435753,42161481825,48421923421,56480289896,59554854576,45865462034,50134942161,53085455825,58447994967,62422483001,67351407965,71463193831,85515269585,99525899116,98472796457,103000000000,121000000000,137000000000,153000000000,186000000000,193000000000,201000000000,218000000000,212000000000,233000000000,249000000000,279000000000,297000000000,296000000000,321000000000,270000000000,288000000000,279000000000,327000000000,360000000000,393000000000,416000000000,421000000000,459000000000,468000000000,485000000000,515000000000,608000000000,709000000000,820000000000,940000000000,1220000000000,1200000000000,1340000000000,1680000000000,1820000000000,1830000000000,1860000000000,2040000000000,2100000000000,2290000000000,2650000000000,2700000000000,2840000000000,2670000000000,3150000000000,3390000000000
Not classified,INX,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,GDP (current US$),NY.GDP.MKTP.CD,1939329775,2088012282,2260349684,2430843768,2766608946,2945704143,3104034393,3343636773,3278584478,3787077344,4395995086,5098250287,6318060582,7481173066,7896860615,9483808362,9453756015,11248340431,14647996074,18319334300,21747855640,20670190138,21474752962,20766047764,20106648455,21270013326,28714571852,33920518493,37772896221,39238392678,49305632408,49787501584,55918538121,52417477614,57097656066,69139823232,75790786290,82856648758,90199410116,98893958263,100000000000,109000000000,129000000000,165000000000,194000000000,212000000000,232000000000,270000000000,275000000000,236000000000,222000000000,239000000000,226000000000,238000000000,259000000000,292000000000,299000000000,336000000000,386000000000,399000000000,426000000000,504000000000,529000000000
Islamic Republic of Iran,IRN,GDP (current US$),NY.GDP.MKTP.CD,4199134386,4426949090,4693566412,4928628013,5379845642,6197319923,6789938665,7555383683,8623172951,9743089598,10976245143,13731802908,17153463263,27081698250,46209092072,51776222350,68055295081,80600122702,77994316621,90391877326,94362275580,100000000000,126000000000,156000000000,162000000000,180000000000,209000000000,134000000000,123000000000,120000000000,125000000000,,,63743623232,71841461173,96419225744,120000000000,114000000000,110000000000,114000000000,110000000000,127000000000,129000000000,154000000000,190000000000,226000000000,266000000000,350000000000,412000000000,416000000000,487000000000,626000000000,644000000000,493000000000,460000000000,408000000000,458000000000,487000000000,328000000000,284000000000,240000000000,359000000000,389000000000
Iraq,IRQ,GDP (current US$),NY.GDP.MKTP.CD,1683918769,1831479831,1954399502,1978199492,2340239348,,,,2896598847,3007758802,3281318693,3865346535,4113848002,5134367778,11516762614,13458516763,17754825601,19838130715,23762275652,37816457839,52569000000,37823000000,42382333333,40712903226,46938387097,48425161290,47264516129,56774193548,62684516129,65831935484,180000000000,407796350,553671958,1031944881,3991349283,12894029888,10433698621,20764857056,20617405044,36881601584,48364250944,36176430129,32928454672,21921569479,36627901762,49954890353,65140147197,88837055195,132000000000,112000000000,139000000000,186000000000,218000000000,235000000000,228000000000,167000000000,167000000000,187000000000,227000000000,234000000000,181000000000,208000000000,264000000000
Iceland,ISL,GDP (current US$),NY.GDP.MKTP.CD,248434275,253885452,284916521,340061656,434267944,523694958,628893321,621225999,474399520,414709309,526704546,670251136,839648791,1154386886,1515165330,1406875081,1669473116,2208509077,2511818476,2853435054,3381389885,3493005069,3206617991,2765954047,2864437622,2984054753,3989626784,5520320783,6106638182,5672570278,6468739130,6909725408,7080977636,6218583218,6389462322,7123637089,7426082271,7569673904,8503689104,8982048417,9025660362,8234846523,9318398444,11429335645,13825309101,16852971987,17465318552,21652505597,18074619562,13154416197,13751161918,15221622926,14751508134,16125060515,17867662178,17517210519,20793168031,24728285177,26260850582,24663643102,21553080484,25552639899,27841648044
Israel,ISR,GDP (current US$),NY.GDP.MKTP.CD,2887228552,3487229867,2596557416,2992339893,3405340798,3663341364,3980008725,3921089676,3959151536,4568010013,,,,,,,,,,,,,,,,,,,,,,,,,,105000000000,115000000000,119000000000,120000000000,121000000000,136000000000,135000000000,125000000000,131000000000,140000000000,147000000000,159000000000,184000000000,221000000000,212000000000,238000000000,267000000000,262000000000,298000000000,314000000000,303000000000,322000000000,358000000000,377000000000,402000000000,413000000000,489000000000,522000000000
Italy,ITA,GDP (current US$),NY.GDP.MKTP.CD,40385288344,44842760293,50383891899,57710743060,63175417019,67978153851,73654870011,81133120065,87942231678,97085082807,113000000000,125000000000,145000000000,175000000000,200000000000,228000000000,225000000000,258000000000,315000000000,394000000000,477000000000,431000000000,427000000000,443000000000,438000000000,452000000000,640000000000,806000000000,892000000000,929000000000,1180000000000,1250000000000,1320000000000,1060000000000,1100000000000,1170000000000,1310000000000,1240000000000,1270000000000,1250000000000,1150000000000,1170000000000,1280000000000,1580000000000,1810000000000,1860000000000,1950000000000,2210000000000,2410000000000,2200000000000,2140000000000,2290000000000,2090000000000,2140000000000,2160000000000,1840000000000,1880000000000,1960000000000,2090000000000,2010000000000,1900000000000,2110000000000,2010000000000
Jamaica,JAM,GDP (current US$),NY.GDP.MKTP.CD,699064381,748043501,777727689,826706670,897949001,972159612,1096759562,1148014312,1083839133,1191239405,1404720442,1539862278,1875146587,1905917553,2375122375,2860442750,2966042856,3249733140,2644527198,2425063772,2679379373,2979027968,3293496314,3619261343,2373564449,2100238893,2754549414,3287007521,3828342704,4404938109,4592208087,4106207649,3535460090,5440075676,5452558892,6577520705,7393891854,8400041803,8787195622,8887058073,9005064475,9194727831,9719009562,9430234852,10174664854,11243865788,11930179173,12799600075,13709401444,12120458141,13220549858,14444661488,14807086491,14264205124,13899225340,14188938781,14077105503,14808984881,15730791526,15830766372,13812421859,14657586359,17097760745
Jordan,JOR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,599759761,657999738,631679749,561119777,698879722,639519745,678159730,788479130,943784219,1197485192,1363074923,1708519509,2096780731,2602208597,3271365161,3910044487,4383940294,4681245433,4920689946,4967162168,4993601524,6402053537,6756214753,6277443443,4221374898,4160089597,4344468257,5310830590,5606401570,6236295978,6727597032,6927503526,7245839210,7912270804,8149929478,8460789845,8975812449,9582512831,10195627645,11411706629,12588998590,15056981664,17110442867,22658730357,24537876056,27133804225,29524149155,31634561690,34454440141,36847643521,38587017887,39892551127,41608435915,43370860704,44503005775,43579916197,45116317042,47451499859
Japan,JPN,GDP (current US$),NY.GDP.MKTP.CD,44307342906,53508617686,60723018623,69498131728,81749006300,90950278167,106000000000,124000000000,147000000000,172000000000,213000000000,240000000000,318000000000,432000000000,480000000000,522000000000,586000000000,721000000000,1010000000000,1060000000000,1110000000000,1220000000000,1130000000000,1240000000000,1320000000000,1400000000000,2080000000000,2530000000000,3070000000000,3050000000000,3130000000000,3580000000000,3910000000000,4450000000000,5000000000000,5550000000000,4920000000000,4490000000000,4100000000000,4640000000000,4970000000000,4370000000000,4180000000000,4520000000000,4890000000000,4830000000000,4600000000000,4580000000000,5110000000000,5290000000000,5760000000000,6230000000000,6270000000000,5210000000000,4900000000000,4440000000000,5000000000000,4930000000000,5040000000000,5120000000000,5050000000000,5010000000000,4230000000000
Kazakhstan,KAZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26932729103,24923076923,24917355372,23409260880,21250792886,20374302652,21035357833,22165932063,22135245413,16870817135,18291990619,22152689130,24636598581,30833692831,43151647003,57123671734,81003864916,105000000000,133000000000,115000000000,148000000000,193000000000,208000000000,237000000000,221000000000,184000000000,137000000000,167000000000,179000000000,182000000000,171000000000,197000000000,221000000000
Kenya,KEN,GDP (current US$),NY.GDP.MKTP.CD,791265459,792959472,868111400,926589349,998759334,997919320,1164519673,1232559506,1353295458,1458379415,1603447357,1778391289,2107279157,2509001444,2969958812,3259344936,3474542392,4494378855,5303734883,6234390975,7265315332,6854491454,6431579357,5979198464,6191437070,6135034338,7239126717,7970820531,8355380879,8283114648,8572359163,8151488882,8209120678,5751786610,7148148564,9046320197,12045865466,13115764433,14093998844,12896010520,12705350153,12986007426,13147736954,14904517650,16095337094,18737895401,25825512278,31958195182,35895153328,42347217913,45405615233,46869473166,56396704833,61671440481,68285796663,70120446664,74815143796,82036511259,92202979941,100000000000,101000000000,110000000000,113000000000
Kyrgyz Republic,KGZ,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000000,2569444444,2316562500,2028295455,1681006993,1661018519,1827570586,1767864036,1645963750,1249061487,1369688498,1525116370,1605643105,1919008090,2211534585,2460246796,2834168893,3802570572,5139958956,4690061344,4794361821,6197765942,6605142864,7335033799,7468102369,6678177483,6813095396,7702938395,8271106196,8871019823,7780873259,8740681889,10930644915
Cambodia,KHM,GDP (current US$),NY.GDP.MKTP.CD,637142866,642857134,660000009,728571437,782857129,868571429,914285714,962857134,1065714249,978873232,718401158,969911421,505549441,702899156,588443894,,,,,,,,,,,,,,,,,,,2533727592,2791435272,3441205693,3506695720,3443413389,3120425503,3517242477,3654031716,3984000517,4284028483,4658246918,5337833248,6293046162,7274595707,8639235913,10351914178,10401851767,11242275289,12829541141,14054443213,15227991395,16702610842,18049954289,20016747858,22177200589,24571753582,27089390033,25872797892,26961061152,29956769529
Kiribati,KIR,GDP (current US$),NY.GDP.MKTP.CD,,,,,,,,,,,14295280,15278632,18936527,31710658,85637174,55083890,41110417,38746985,45212135,42618216,42129506,43667391,40573596,37837327,42123030,32125261,31417655,35709784,44534439,44282894,42933308,47516824,47736261,46920901,54834549,56336671,66517285,67538482,65333678,69034485,67253135,63099885,72197929,90231028,102370615,112136228,110237145,132674796,141045174,132421059,155305533,180672665,189629949,184543104,177868153,170292283,178507958,188540699,196501504,175181685,177553260,227610035,223352943
St. Kitts and Nevis,KNA,GDP (current US$),NY.GDP.MKTP.CD,12366636,12483302,12541635,12833301,13416633,13593932,14469078,16742338,14600000,15850000,16300000,19624746,22944849,24196018,31514856,33364055,30095602,44496296,49433333,58840741,68459259,80888889,86022222,86874074,98603704,111007407,130685185,147748148,172692593,192518519,217259259,220540741,242137037,263755556,295159259,313485185,333944444,374641308,383257331,406595484,421695770,458643829,481077374,469869870,506900000,547203704,644414815,689285185,777691333,774273111,778718519,836092593,825381482,874896296,953170370,957037037,1008100000,1058944444,1076922222,1107844444,884522222,860844444,961563259
Republic of Korea,KOR,GDP (current US$),NY.GDP.MKTP.CD,3958824424,2417638423,2814626210,3988476879,3459032883,3120870871,3929018943,4855833210,6119284294,7678720155,9005023184,9903499928,10862327878,13876531432,19544094741,21784297521,29902479339,38446487603,51972107438,66946900826,65398646758,72933350954,78358866335,87760360941,97510235986,101000000000,117000000000,148000000000,200000000000,247000000000,283000000000,331000000000,356000000000,393000000000,464000000000,567000000000,610000000000,570000000000,383000000000,498000000000,576000000000,548000000000,627000000000,703000000000,793000000000,935000000000,1050000000000,1170000000000,1050000000000,944000000000,1140000000000,1250000000000,1280000000000,1370000000000,1480000000000,1470000000000,1500000000000,1620000000000,1720000000000,1650000000000,1640000000000,1810000000000,1670000000000
Kuwait,KWT,GDP (current US$),NY.GDP.MKTP.CD,,,,,,2097199165,2391199048,2441599028,2662798940,2769198897,2873638856,3880395313,4450540660,5408798852,13006929853,12022797844,13132234133,14137406790,15503571644,24749056549,28638824315,25057990467,21577153431,20871105020,21700088898,21445952793,17904010287,22368684066,20690303615,24313821169,18427777778,11010010088,19858555215,23941391391,24848483838,27187006077,31492419238,30350207213,25943736431,30122398833,37718794714,34889597791,38135756834,47874659168,59439090601,80798630137,102000000000,115000000000,147000000000,106000000000,115000000000,154000000000,174000000000,174000000000,163000000000,115000000000,109000000000,121000000000,138000000000,136000000000,106000000000,137000000000,185000000000
Latin America & Caribbean (excluding high income),LAC,GDP (current US$),NY.GDP.MKTP.CD,68172083255,71358741143,77592630260,78189337826,89672295454,97220145030,107000000000,109000000000,118000000000,132000000000,143000000000,159000000000,181000000000,242000000000,318000000000,342000000000,373000000000,405000000000,491000000000,540000000000,653000000000,747000000000,689000000000,595000000000,639000000000,629000000000,638000000000,699000000000,760000000000,864000000000,1040000000000,1100000000000,1180000000000,1390000000000,1590000000000,1680000000000,1830000000000,2000000000000,2010000000000,1780000000000,1970000000000,1910000000000,1720000000000,1760000000000,2010000000000,2430000000000,2840000000000,3350000000000,3880000000000,3600000000000,4510000000000,5270000000000,5240000000000,5380000000000,5410000000000,4600000000000,4470000000000,4980000000000,4840000000000,4770000000000,4020000000000,4620000000000,5300000000000
